source,method,city,scenario,episode,n_agents,total_steps,tasks_appeared,tasks_completed,throughput_rate,accept_rate,latency_mean,latency_per_agent,agent_utilisation,mean_congestion,mean_trip_steps,mean_wait_steps,mean_road_pd_m,delivery_route_efficiency,mean_extra_steps_per_task,peak_load,congestion_variance,mean_bpr_along_route,n_traversals_in_jam,route_congestion_exposure,total_fleet_distance_m,agent_completed_gini,agent_completed_std,n_ghost_active_mean,mean_congestion_at_decision,wallclock_ms,compute_time_per_task_ms,compute_time_per_decision_us,capacity_violations,pairing_violations
HAPC,HybridAdaptivePredictive,Kyoto_Small,stress_shock,0,5,3600,129,56,0.434109,1,1186.14,237.229,0.962,4.13799,312.804,1187.77,936.572,0,0,24,0.253346,1,0,0,67447.1,0.171429,0.321429,288,0,321306,2490.7,2.43958e+06,0,0
HAPC,HybridAdaptivePredictive,Kyoto_Small,stress_shock,1,5,3600,150,48,0.32,1,800.646,160.129,0.948833,4.14181,318.229,810.396,672.006,0,0,28,0.250729,1,0,0,59233.2,0.166667,0.299015,288,0,333593,2223.91,2.17236e+06,0,0
HAPC,HybridAdaptivePredictive,Kyoto_Small,stress_buildup,0,4,3600,238,55,0.231092,1,1279.69,319.923,0.980278,4.46942,426.618,1035.65,828.324,0,0,28,0.141168,1,0,0,48075.3,0.104545,0.188074,495.862,0,454216,1908.45,1.86957e+06,0,0
HAPC,HybridAdaptivePredictive,Kyoto_Small,stress_buildup,1,4,3600,244,46,0.188525,1,1498.63,374.658,0.986806,4.4658,597.348,1532.93,885.962,0,0,28,0.158585,1,0,0,50567.3,0.0869565,0.156763,495.862,0,450471,1846.17,1.80745e+06,0,0
HAPC,HybridAdaptivePredictive,Kyoto_Small,over_fleet,0,60,3600,54,48,0.888889,1,442.271,7.37118,0.127894,4.63218,289.021,207.229,990.549,0,0,24,0.133288,1,0,0,76517.9,0.216398,0.428985,631.469,0,294385,5451.46,5.33081e+06,0,0
HAPC,HybridAdaptivePredictive,Kyoto_Small,over_fleet,1,60,3600,55,47,0.854545,1,466.191,7.76986,0.120421,4.62351,303.894,200.447,909.786,0,0,28,0.155491,1,0,0,70434.7,0.262158,0.552782,631.469,0,336016,6109.24,5.99398e+06,0,0
HAPC,HybridAdaptivePredictive,LosAngeles_Small,normal_wave,0,6,3600,101,25,0.247525,1,1205.52,200.92,0.882593,4.65176,552.72,1231.76,1113.65,0,0,24,0.143247,1,0,0,53756.5,0.326667,0.626099,944.367,0,471568,4539.11,4.38441e+06,0,0
HAPC,HybridAdaptivePredictive,LosAngeles_Small,normal_wave,1,6,3600,106,20,0.188679,1,1246.2,207.7,0.895231,4.64621,474.8,1290.8,1118.38,0,0,28,0.145948,1,0,0,50065.3,0.34,0.632456,944.367,0,504189,4756.42,4.60527e+06,0,0
HAPC,HybridAdaptivePredictive,LosAngeles_Small,normal_ramp,0,6,3600,104,40,0.384615,1,784.275,130.713,0.95963,4.30305,271.6,662.3,829.124,0,0,28,0.106324,1,0,0,79546.7,0.133333,0.254951,519.094,0,604879,5816.07,5.65662e+06,0,0
HAPC,HybridAdaptivePredictive,LosAngeles_Small,normal_ramp,1,6,3600,114,48,0.421053,1,944.521,157.42,0.905417,4.31341,291.125,865.771,797.978,0,0,24,0.0967996,1,0,0,81104.6,0.131944,0.288675,519.094,0,807709,7085.11,6.93107e+06,0,0
HAPC,HybridAdaptivePredictive,LosAngeles_Small,stress_shock,0,5,3600,159,52,0.327044,1,1011.58,202.315,0.970111,4.18804,326.135,900.096,858.34,0,0,24,0.223645,1,0,0,63467.3,0.130769,0.247771,430,0,908841,5715.93,5.62509e+06,0,0
HAPC,HybridAdaptivePredictive,LosAngeles_Small,stress_shock,1,5,3600,174,42,0.241379,1,1048.17,209.633,0.960889,4.19095,395.69,889.262,902.111,0,0,24,0.220199,1,0,0,58459.2,0.190476,0.357936,430,0,902938,5189.24,5.10855e+06,0,0
HAPC,HybridAdaptivePredictive,LosAngeles_Small,stress_buildup,0,4,3600,228,41,0.179825,1,953.561,238.39,0.977708,4.49252,346.512,1238.02,733.12,0,0,24,0.132194,1,0,0,49456.5,0.103659,0.187345,741.544,0,1023904,4490.77,4.42258e+06,0,0
HAPC,HybridAdaptivePredictive,LosAngeles_Small,stress_buildup,1,4,3600,192,42,0.21875,1,1034.17,258.542,0.959653,4.49987,397.214,1098.86,808.402,0,0,24,0.122082,1,0,0,48021.2,0.142857,0.273551,741.544,0,752197,3917.64,3.84887e+06,0,0
HAPC,HybridAdaptivePredictive,LosAngeles_Small,over_fleet,0,60,3600,57,49,0.859649,1,471.98,7.86633,0.12437,4.63176,303,192.592,941.699,0,0,28,0.154843,1,0,0,82482.8,0.232231,0.442438,944.367,0,690362,12111.5,1.1923e+07,0,0
HAPC,HybridAdaptivePredictive,LosAngeles_Small,over_fleet,1,60,3600,57,39,0.684211,1,475.179,7.91966,0.157213,4.63397,349.923,236.821,1098.4,0,0,28,0.155826,1,0,0,84840.5,0.183908,0.403795,944.367,0,831180,14581.9,1.43624e+07,0,0
HAPC,HybridAdaptivePredictive,NewYork_Small,normal_wave,0,6,3600,76,17,0.223684,1,1437.06,239.51,0.872407,4.65311,253.294,1981.35,587.851,0,0,28,0.141942,1,0,0,52552.2,0.117647,0.235294,1191.7,0,453592,5642.82,5.42564e+06,0,0
HAPC,HybridAdaptivePredictive,NewYork_Small,normal_wave,1,6,3600,86,27,0.313953,1,958.778,159.796,0.906898,4.64938,243.741,1173.48,671.988,0,0,28,0.144158,1,0,0,56593.3,0.339506,0.687932,1191.7,0,503256,5851.7,5.65414e+06,0,0
HAPC,HybridAdaptivePredictive,NewYork_Small,normal_ramp,0,6,3600,115,28,0.243478,1,896.964,149.494,0.908056,4.32017,230.5,941,763.727,0,0,24,0.0985312,1,0,0,73488.2,0.185714,0.331201,655.015,0,865410,7525.21,7.32792e+06,0,0
HAPC,HybridAdaptivePredictive,NewYork_Small,normal_ramp,1,6,3600,109,40,0.366972,1,912.225,152.037,0.938009,4.32282,388.95,809.25,852.113,0,0,28,0.09455,1,0,0,78668.1,0.183333,0.342783,655.015,0,818225,7506.53,7.30836e+06,0,0
HAPC,HybridAdaptivePredictive,NewYork_Small,stress_shock,0,5,3600,147,63,0.428571,1,1118.38,223.676,0.967278,4.21405,408,892.476,763.675,0,0,28,0.209874,1,0,0,65306.2,0.114286,0.210579,543.2,0,973132,6619.88,6.51793e+06,0,0
HAPC,HybridAdaptivePredictive,NewYork_Small,stress_shock,1,5,3600,177,48,0.271186,1,931.521,186.304,0.9825,4.20613,264.917,986.438,737.876,0,0,24,0.208143,1,0,0,65810.1,0.225,0.424918,543.2,0,1030005,5819.18,5.71941e+06,0,0
HAPC,HybridAdaptivePredictive,NewYork_Small,stress_buildup,0,4,3600,232,54,0.232759,1,1112.56,278.139,0.972361,4.50054,305.574,1128.56,804.761,0,0,28,0.123633,1,0,0,50709.2,0.175926,0.32075,935.74,0,1092504,4709.02,4.62689e+06,0,0
HAPC,HybridAdaptivePredictive,NewYork_Small,stress_buildup,1,4,3600,216,61,0.282407,1,904.443,226.111,0.973472,4.4924,325.869,1006.28,765.399,0,0,24,0.125492,1,0,0,52518.7,0.0942623,0.1758,935.74,0,1008588,4669.33,4.58411e+06,0,0
HAPC,HybridAdaptivePredictive,NewYork_Small,over_fleet,0,60,3600,45,41,0.911111,1,421.537,7.02561,0.107218,4.65864,298.488,131.707,870.333,0,0,28,0.129678,1,0,0,58033.4,0.181051,0.359291,1191.7,0,649013,14422.3,1.41868e+07,0,0
HAPC,HybridAdaptivePredictive,NewYork_Small,over_fleet,1,60,3600,53,51,0.962264,1,521.843,8.69739,0.127671,4.65526,384.157,142.294,1175.35,0,0,28,0.121099,1,0,0,79492.5,0.214006,0.444541,1191.7,0,864537,16311.8,1.60618e+07,0,0
HAPC,HybridAdaptivePredictive,Paris_Small,normal_wave,0,6,3600,107,37,0.345794,1,1272.86,212.144,0.965787,4.65627,362.541,1562.03,839.192,0,0,32,0.136977,1,0,0,69643.2,0.292793,0.52477,1812.08,0,1855937,17029.9,1.66653e+07,0,0
HAPC,HybridAdaptivePredictive,Paris_Small,normal_wave,1,6,3600,107,32,0.299065,1,931.25,155.208,0.924398,4.65906,339.5,1282.22,767.127,0,0,28,0.137812,1,0,0,54794.3,0.208333,0.385276,1812.08,0,1334056,12467.7,1.21223e+07,0,0
HAPC,HybridAdaptivePredictive,Paris_Small,normal_ramp,0,6,3600,100,37,0.37,1,1106.03,184.338,0.893287,4.33839,344.243,1052.24,904.327,0,0,28,0.0896482,1,0,0,71499,0.103604,0.19676,995.954,0,1592696,15926.8,1.55689e+07,0,0
HAPC,HybridAdaptivePredictive,Paris_Small,normal_ramp,1,6,3600,107,38,0.35514,1,943.342,157.224,0.919583,4.3369,348.395,728.263,1008.11,0,0,24,0.0940276,1,0,0,70598.2,0.307018,0.544425,995.954,0,1617022,15112.2,1.47486e+07,0,0
HAPC,HybridAdaptivePredictive,Paris_Small,stress_shock,0,5,3600,123,45,0.365854,1,1001.78,200.356,0.9505,4.2445,480.378,993.133,1041.4,0,0,24,0.190793,1,0,0,64930.5,0.266667,0.481766,825.8,0,1726051,14032.8,1.38387e+07,0,0
HAPC,HybridAdaptivePredictive,Paris_Small,stress_shock,1,5,3600,137,47,0.343066,1,1189.38,237.877,0.949333,4.245,363.745,1055.02,835.741,0,0,28,0.19519,1,0,0,61531.7,0.187234,0.347011,825.8,0,1842575,13449.3,1.32587e+07,0,0
HAPC,HybridAdaptivePredictive,Paris_Small,stress_buildup,0,4,3600,244,40,0.163934,1,1352.05,338.012,0.983056,4.50678,423.95,1644.8,844.083,0,0,28,0.11738,1,0,0,51256.2,0.175,0.324037,1422.85,0,2962435,12141.1,1.1987e+07,0,0
HAPC,HybridAdaptivePredictive,Paris_Small,stress_buildup,1,4,3600,228,42,0.184211,1,1344.86,336.214,0.983889,4.50633,397.833,1381.12,771.277,0,0,28,0.118967,1,0,0,43095.9,0.25,0.454257,1422.85,0,2681394,11760.4,1.16141e+07,0,0
HAPC,HybridAdaptivePredictive,Paris_Small,over_fleet,0,60,3600,53,46,0.867925,1,542.043,9.03406,0.140356,4.66184,358.761,216.522,1033.77,0,0,28,0.125662,1,0,0,74022.5,0.210804,0.465238,1812.08,0,2143660,40446.1,3.99937e+07,0,0
HAPC,HybridAdaptivePredictive,Paris_Small,over_fleet,1,60,3600,52,33,0.634615,1,579.182,9.65303,0.136875,4.65636,412.455,285.273,1064.66,0,0,28,0.135998,1,0,0,71180.6,0.181818,0.413278,1812.08,0,1873909,36036.4,3.55872e+07,0,0
